日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2026-01-02,3303,岱稜,364,280,"16,210,199",44.90,44.90,44.30,44.40,,-115,0,0
2025-12-31,3303,岱稜,243,157,"10,871,804",44.80,44.80,44.50,44.65,,27,0,0
2025-12-30,3303,岱稜,47,53,"2,126,242",45.00,45.00,44.55,44.80,,4,0,0
2025-12-29,3303,岱稜,108,73,"4,857,329",45.15,45.15,44.80,44.90,,37,0,0
2025-12-26,3303,岱稜,113,143,"5,097,695",44.90,45.00,44.70,44.90,,-37,0,0
2025-12-24,3303,岱稜,159,227,"7,120,199",45.10,45.20,44.50,44.90,,34,0,0
2025-12-23,3303,岱稜,77,103,"3,521,807",45.50,45.50,45.10,45.10,,40,0,0
2025-12-22,3303,岱稜,111,138,"5,016,923",45.60,45.60,44.90,45.25,,-6,0,0
2025-12-19,3303,岱稜,40,36,"1,818,183",45.20,45.30,45.15,45.15,,3,0,0
2025-12-18,3303,岱稜,55,60,"2,478,389",44.70,45.10,44.70,44.75,,-6,0,0
2025-12-17,3303,岱稜,74,62,"3,365,716",44.80,45.10,44.55,44.80,,1,0,0
2025-12-16,3303,岱稜,88,117,"3,990,424",45.50,45.50,44.60,45.00,,-40,0,0
2025-12-15,3303,岱稜,77,89,"3,538,816",45.05,45.60,45.05,45.20,,13,0,0
2025-12-12,3303,岱稜,142,89,"6,422,766",44.80,45.30,44.75,45.30,,27,0,0
2025-12-11,3303,岱稜,108,97,"4,845,237",44.75,44.75,44.50,44.70,,-2,0,0
2025-12-10,3303,岱稜,477,429,"21,298,117",44.55,45.00,44.30,44.75,,-112,0,0
2025-12-09,3303,岱稜,103,97,"4,713,680",45.65,46.30,45.30,45.55,,18,0,0
2025-12-08,3303,岱稜,245,253,"11,034,058",45.25,45.45,44.50,45.05,,-110,0,0
2025-12-05,3303,岱稜,104,82,"4,714,475",45.50,45.50,44.90,45.25,,-44,0,0
2025-12-04,3303,岱稜,100,114,"4,590,088",46.00,46.05,45.15,45.50,,-31,0,0
2025-12-03,3303,岱稜,66,85,"3,058,585",45.80,46.00,45.70,45.80,,-3,0,0
2025-12-02,3303,岱稜,83,70,"3,808,894",46.20,46.20,45.60,45.80,,-30,0,0
2025-12-01,3303,岱稜,82,124,"3,778,932",46.00,46.05,45.55,45.80,,-37,0,0
2025-11-28,3303,岱稜,75,83,"3,480,487",46.40,46.45,46.00,46.00,,-17,0,0
2025-11-27,3303,岱稜,115,116,"5,316,531",45.80,46.10,45.70,46.00,,26,0,0
2025-11-26,3303,岱稜,147,103,"6,747,786",45.45,46.15,45.35,45.80,,66,0,0
2025-11-25,3303,岱稜,81,71,"3,696,169",46.00,46.00,45.30,45.35,,6,0,0
2025-11-24,3303,岱稜,97,84,"4,407,525",44.95,45.45,44.90,45.30,,16,0,0
2025-11-21,3303,岱稜,176,183,"7,926,229",45.20,45.20,44.60,44.75,,-64,0,0
2025-11-20,3303,岱稜,70,74,"3,203,628",45.40,46.25,45.30,45.55,,-28,0,0
2025-11-19,3303,岱稜,111,129,"5,046,344",44.55,45.40,44.55,45.05,,-2,0,0
2025-11-18,3303,岱稜,315,286,"14,336,487",46.90,46.90,44.80,44.80,,-123,0,3
2025-11-17,3303,岱稜,213,179,"9,943,186",47.15,47.20,46.40,46.60,,-103,0,16
2025-11-14,3303,岱稜,191,115,"9,018,323",46.50,47.50,46.35,47.05,,72,0,0
2025-11-13,3303,岱稜,310,396,"14,717,631",47.60,47.80,46.85,47.10,,7,0,0
2025-11-12,3303,岱稜,473,512,"22,600,165",47.85,48.10,47.25,47.60,,-72,0,0
2025-11-11,3303,岱稜,812,672,"38,517,197",47.50,47.85,46.50,47.40,,51,0,0
2025-11-10,3303,岱稜,198,205,"9,304,183",46.85,47.10,46.25,47.00,,-20,0,0
2025-11-07,3303,岱稜,170,198,"8,006,571",47.80,47.80,46.50,46.65,,-57,0,0
2025-11-06,3303,岱稜,463,327,"21,744,048",46.00,47.70,45.90,47.00,,212,0,0
2025-11-05,3303,岱稜,161,163,"7,223,685",44.75,45.25,44.35,45.25,,-24,0,0
2025-11-04,3303,岱稜,193,183,"8,759,296",45.40,45.80,44.85,45.10,,-86,0,0
2025-11-03,3303,岱稜,109,123,"4,976,636",45.50,45.75,45.25,45.40,,20,0,-5
2025-10-31,3303,岱稜,91,85,"4,168,994",45.50,45.95,45.30,45.35,,16,0,-2
2025-10-30,3303,岱稜,165,177,"7,508,309",46.05,46.05,45.00,45.30,,-50,0,0
2025-10-29,3303,岱稜,176,154,"8,095,771",45.85,46.15,45.40,45.75,,8,0,0
2025-10-28,3303,岱稜,74,142,"3,424,181",46.00,46.00,45.70,45.85,,-15,0,0
2025-10-27,3303,岱稜,181,130,"8,343,660",46.10,46.25,45.80,46.00,,36,0,0
2025-10-23,3303,岱稜,148,144,"6,786,935",46.00,46.20,45.30,46.05,,-42,0,-1
2025-10-22,3303,岱稜,89,92,"4,121,145",45.75,46.20,45.75,46.00,,21,0,0
2025-10-21,3303,岱稜,207,229,"9,550,126",46.20,46.50,45.75,45.75,,-55,0,0
2025-10-20,3303,岱稜,287,268,"13,279,450",45.80,46.50,45.60,46.15,,44,0,0
2025-10-17,3303,岱稜,126,123,"5,736,076",45.10,45.60,45.10,45.20,,2,0,0
